idx,cxn,cxntype,pairid,word1,word2,w1XprobY,w1XtopY,w1XtopYprob,w1X2ndY,w1X3rdY,w1X4thY,w1X5thY,w2XprobY,w2XtopY,w2XtopYprob,w2X2ndY,w2X3rdY,w2X4thY,w2X5thY,w1/nospace,w2/nospace,w1/caps,w2/caps,,nospace:,w1XprobY,w1XtopY,w1XtopYprob,w2XprobY,w2XtopY,w2XtopYprob,caps:,w1XprobY,w1XtopY,w1XtopYprob,w2XprobY,w2XtopY,w2XtopYprob,,nospace/full:,w1XprobY,w1XtopY,w1XtopYprob,w1X2ndY,w1X3rdY,w1X4thY,w1X5thY,w2XprobY,w2XtopY,w2XtopYprob,w2X2ndY,w2X3rdY,w2X4thY,w2X5thY,,caps/full:,w1XprobY,w1XtopY,w1XtopYprob,w1X2ndY,w1X3rdY,w1X4thY,w1X5thY,w2XprobY,w2XtopY,w2XtopYprob,w2X2ndY,w2X3rdY,w2X4thY,w2X5thY,,space/full:,w1XprobY,w1XtopY,w1XtopYprob,w1X2ndY,w1X3rdY,w1X4thY,w1X5thY,w2XprobY,w2XtopY,w2XtopYprob,w2X2ndY,w2X3rdY,w2X4thY,w2X5thY
361,alike,j-coordinated,383,nonpartisan,partisan,0.3295,partisan,0.3295,political,conservative,religious,ideological,0.0097,not,0.0509,political,conservative,religious,ideological,1,1,1,1,,,0.1061,partisan,0.1061,0.0045,independent,0.0625,,0.92,partisan,0.92,0.0014,individual,0.0549,,,0.1061,partisan,0.1061,political,religious,conservative,conservatives,0.0045,independent,0.0625,political,religious,conservative,conservatives,,,0.92,partisan,0.92,partisans,political,religious,Republican,0.0014,individual,0.0549,partisans,political,religious,Republican,,,0.0001,women,0.0759,old,foe,children,politicians,0,old,0.0671,old,foe,children,politicians
362,alike,j-coordinated,384,dependent,independent,0.0954,independent,0.0954,free,dependent,owner,employer,0.0017,corporate,0.1421,free,dependent,owner,employer,1,1,1,1,,,0.2012,independent,0.2012,0.0006,corporate,0.1093,,0.127,independent,0.127,0.0005,corporate,0.1634,,,0.2012,independent,0.2012,dependent,free,needy,indifferent,0.0006,corporate,0.1093,dependent,free,needy,indifferent,,,0.127,independent,0.127,selfish,dependent,free,needy,0.0005,corporate,0.1634,selfish,dependent,free,needy,,,0.0001,women,0.0786,old,foe,children,girls,0,women,0.0882,old,foe,children,girls
363,alike,j-coordinated,385,dystopian,utopian,0.0945,utopian,0.0945,realistic,historical,fantasy,dystopian,0.1224,dystopian,0.1224,realistic,historical,fantasy,dystopian,0,1,0,0,,,0.0156,human,0.1916,0.3974,dystopian,0.3974,,0.0085,human,0.1108,0.0307,practical,0.1812,,,0.0156,human,0.1916,superhero,contemporary,modern,fiction,0.3974,dystopian,0.3974,superhero,contemporary,modern,fiction,,,0.0085,human,0.1108,dystopian,contemporary,realistic,modern,0.0307,practical,0.1812,dystopian,contemporary,realistic,modern,,,0,women,0.0826,old,foe,children,girls,0,women,0.0889,old,foe,children,girls
364,alike,j-coordinated,386,unworthy,worthy,0.4809,worthy,0.4809,deserving,unworthy,noble,capable,0.5656,unworthy,0.5656,deserving,unworthy,noble,capable,0,1,0,1,,,0.0275,deserving,0.1966,0.3217,unworthy,0.3217,,0.088,deserving,0.1991,0.1787,unworthy,0.1787,,,0.0275,deserving,0.1966,unworthy,worthy,capable,competent,0.3217,unworthy,0.3217,unworthy,worthy,capable,competent,,,0.088,deserving,0.1991,worthy,unworthy,capable,honorable,0.1787,unworthy,0.1787,worthy,unworthy,capable,honorable,,,0,women,0.0829,old,foe,children,girls,0,women,0.0699,old,foe,children,girls
365,alike,j-coordinated,387,easy,uneasy,0,difficult,0.3036,hard,tricky,challenging,tough,0.0001,hopeful,0.0715,hard,tricky,challenging,tough,1,1,1,1,,,0.0001,difficult,0.0715,0.0001,curious,0.0436,,0.0001,hard,0.0786,0.0002,happy,0.0467,,,0.0001,difficult,0.0715,hard,all,the,not,0.0001,curious,0.0436,hard,all,the,not,,,0.0001,hard,0.0786,difficult,not,all,the,0.0002,happy,0.0467,difficult,not,all,the,,,0,women,0.1209,old,children,girls,men,0.0001,women,0.1093,old,children,girls,men
366,alike,j-coordinated,388,green,ripe,0,blue,0.2586,brown,red,yellow,white,0.0059,rotten,0.0852,brown,red,yellow,white,1,1,1,1,,,0.0001,brown,0.2196,0.0024,rotten,0.129,,0,blue,0.2834,0.0016,ripe,0.0487,,,0.0001,brown,0.2196,yellow,red,blue,grey,0.0024,rotten,0.129,yellow,red,blue,grey,,,0,blue,0.2834,red,brown,yellow,white,0.0016,ripe,0.0487,red,brown,yellow,white,,,0,women,0.131,old,men,children,girls,0.0003,women,0.106,old,men,children,girls
367,alike,j-coordinated,390,expected,unexpected,0.2154,unexpected,0.2154,not,unwanted,unknown,unforeseen,0.381,expected,0.381,not,unwanted,unknown,unforeseen,0,1,1,1,,,0.1568,not,0.1906,0.1666,expected,0.1666,,0.1609,unexpected,0.1609,0.4178,expected,0.4178,,,0.1568,not,0.1906,unexpected,unwanted,unforeseen,rejected,0.1666,expected,0.1666,unexpected,unwanted,unforeseen,rejected,,,0.1609,unexpected,0.1609,not,unwanted,disappointing,hoped,0.4178,expected,0.4178,not,unwanted,disappointing,hoped,,,0,women,0.1085,children,men,girls,old,0,women,0.0929,children,men,girls,old
368,alike,j-coordinated,391,geographic,magnetic,0,political,0.1634,ideological,cultural,economic,demographic,0.0001,electric,0.0785,ideological,cultural,economic,demographic,1,1,1,1,,,0,religious,0.1088,0,electronic,0.1131,,0,political,0.0934,0.0001,electronic,0.0797,,,0,religious,0.1088,political,cultural,ideological,racial,0,electronic,0.1131,political,cultural,ideological,racial,,,0,political,0.0934,cultural,religious,ideological,technological,0.0001,electronic,0.0797,cultural,religious,ideological,technological,,,0,women,0.0812,old,foe,children,girls,0,women,0.1206,old,foe,children,girls
369,alike,j-coordinated,392,compact,loose,0.0003,large,0.0611,big,compact,spacious,rugged,0.0007,tight,0.0794,big,compact,spacious,rugged,1,1,1,1,,,0,large,0.2266,0.0002,loose,0.038,,0,large,0.203,0.0001,bound,0.0631,,,0,large,0.2266,compact,big,small,luxury,0.0002,loose,0.038,compact,big,small,luxury,,,0,large,0.203,big,compact,powerful,rugged,0.0001,bound,0.0631,big,compact,powerful,rugged,,,0.0002,women,0.1258,old,children,foe,girls,0,women,0.1059,old,children,foe,girls
370,alike,j-coordinated,393,front,rear,0.083,back,0.8966,rear,center,backs,background,0.8328,front,0.8328,rear,center,backs,background,1,1,1,1,,,0.0655,back,0.922,0.4911,front,0.4911,,0.0537,back,0.9158,0.3498,front,0.3498,,,0.0655,back,0.922,rear,center,backs,background,0.4911,front,0.4911,rear,center,backs,background,,,0.0537,back,0.9158,rear,center,backs,behind,0.3498,front,0.3498,rear,center,backs,behind,,,0,women,0.0821,old,children,girls,foe,0,women,0.108,old,children,girls,foe
371,alike,j-coordinated,394,particular,universal,0.0368,general,0.5901,universal,generic,collective,individual,0.007,national,0.1733,universal,generic,collective,individual,1,1,1,1,,,0.1423,general,0.4884,0.0049,individual,0.2353,,0.1488,general,0.3782,0.005,local,0.1592,,,0.1423,general,0.4884,universal,common,generic,ordinary,0.0049,individual,0.2353,universal,common,generic,ordinary,,,0.1488,general,0.3782,universal,common,generic,all,0.005,local,0.1592,universal,common,generic,all,,,0,women,0.0961,old,foe,children,girls,0,women,0.0952,old,foe,children,girls
372,alike,j-coordinated,395,religious,secular,0.8423,secular,0.8423,political,atheist,atheists,not,0.7171,religious,0.7171,political,atheist,atheists,not,1,1,1,1,,,0.7501,secular,0.7501,0.4037,religious,0.4037,,0.6134,secular,0.6134,0.4597,religious,0.4597,,,0.7501,secular,0.7501,atheist,atheists,political,not,0.4037,religious,0.4037,atheist,atheists,political,not,,,0.6134,secular,0.6134,political,atheist,scientific,cultural,0.4597,religious,0.4597,political,atheist,scientific,cultural,,,0.0003,women,0.0955,old,foe,children,politicians,0.004,women,0.0987,old,foe,children,politicians
373,alike,j-coordinated,396,nasty,nice,0.0213,sweet,0.0749,friendly,charming,cute,polite,0.0137,naughty,0.8697,friendly,charming,cute,polite,1,1,1,1,,,0.0147,friendly,0.0334,0.0084,naughty,0.9116,,0.007,beautiful,0.0611,0.0186,naughty,0.6459,,,0.0147,friendly,0.0334,sweet,charming,beautiful,cute,0.0084,naughty,0.9116,sweet,charming,beautiful,cute,,,0.007,beautiful,0.0611,charming,friendly,sweet,handsome,0.0186,naughty,0.6459,charming,friendly,sweet,handsome,,,0,women,0.0807,old,foe,children,girls,0,women,0.1194,old,foe,children,girls
374,alike,j-coordinated,397,open,shut,0.0538,closed,0.5582,shut,exclusive,secret,private,0.3237,open,0.3237,shut,exclusive,secret,private,1,1,1,1,,,0.1125,closed,0.3379,0.2757,open,0.2757,,0.2367,closed,0.5023,0.1549,open,0.1549,,,0.1125,closed,0.3379,shut,close,not,secret,0.2757,open,0.2757,shut,close,not,secret,,,0.2367,closed,0.5023,shut,close,locked,not,0.1549,open,0.1549,shut,close,locked,not,,,0,women,0.1122,old,children,girls,men,0.0001,women,0.0947,old,children,girls,men
375,alike,j-coordinated,398,common,uncommon,0.0479,rare,0.0856,elite,uncommon,distinguished,special,0.3197,common,0.3197,elite,uncommon,distinguished,special,1,0,1,0,,,0.1912,rare,0.1922,0.0256,rare,0.0644,,0.0801,rare,0.1691,0.2066,rare,0.3113,,,0.1912,rare,0.1922,uncommon,distinguished,not,common,0.0256,rare,0.0644,uncommon,distinguished,not,common,,,0.0801,rare,0.1691,uncommon,not,unique,the,0.2066,rare,0.3113,uncommon,not,unique,the,,,0,women,0.1377,old,men,children,foe,0,women,0.1238,old,men,children,foe
376,alike,j-coordinated,399,less,more,0.8556,more,0.8556,less,nothing,much,not,0.9755,less,0.9755,less,nothing,much,not,1,1,1,1,,,0.831,more,0.831,0.7522,less,0.7522,,0.8982,more,0.8982,0.9499,less,0.9499,,,0.831,more,0.831,less,nothing,most,not,0.7522,less,0.7522,less,nothing,most,not,,,0.8982,more,0.8982,nothing,less,most,much,0.9499,less,0.9499,nothing,less,most,much,,,0.003,women,0.1456,men,children,girls,old,0.0008,women,0.128,men,children,girls,old
377,alike,j-coordinated,400,hungry,thirsty,0.0483,thirsty,0.0483,rich,wealthy,proud,angry,0.5369,hungry,0.5369,rich,wealthy,proud,angry,0,1,0,1,,,0.0273,hungry,0.1487,0.2184,hungry,0.2184,,0.0533,angry,0.0604,0.2781,hungry,0.2781,,,0.0273,hungry,0.1487,angry,desperate,greedy,thirsty,0.2184,hungry,0.2184,angry,desperate,greedy,thirsty,,,0.0533,angry,0.0604,thirsty,hungry,scared,tired,0.2781,hungry,0.2781,thirsty,hungry,scared,tired,,,0.0001,women,0.0744,old,foe,children,girls,0,women,0.0828,old,foe,children,girls
378,alike,j-coordinated,401,fertile,sterile,0.0301,fertile,0.26,barren,not,sterile,otherwise,0.0114,human,0.0266,barren,not,sterile,otherwise,1,1,1,1,,,0.0572,fertile,0.1159,0.0075,organic,0.0312,,0.038,fertile,0.1871,0.0006,human,0.1092,,,0.0572,fertile,0.1159,sterile,barren,productive,not,0.0075,organic,0.0312,sterile,barren,productive,not,,,0.038,fertile,0.1871,sterile,barren,not,productive,0.0006,human,0.1092,sterile,barren,not,productive,,,0,women,0.0876,old,foe,children,girls,0,women,0.0949,old,foe,children,girls
379,alike,j-coordinated,403,former,latter,0.0001,current,0.567,present,future,new,active,0.4097,former,0.4097,present,future,new,active,1,0,1,0,,,0.0004,current,0.1992,0.0093,more,0.2688,,0.0002,current,0.4311,0.0064,more,0.2137,,,0.0004,current,0.1992,new,future,newcomer,fans,0.0093,more,0.2688,new,future,newcomer,fans,,,0.0002,current,0.4311,present,future,new,fans,0.0064,more,0.2137,present,future,new,fans,,,0.0001,women,0.0636,old,foe,children,fans,0.0005,women,0.0766,old,foe,children,fans
380,alike,j-coordinated,404,eastern,western,0.9722,western,0.9722,west,southern,Western,eastern,0.9008,eastern,0.9008,west,southern,Western,eastern,1,1,1,1,,,0.956,western,0.956,0.884,eastern,0.884,,0.0784,Western,0.9079,0.0393,Eastern,0.7007,,,0.956,western,0.956,west,southern,Western,eastern,0.884,eastern,0.884,west,southern,Western,eastern,,,0.0784,Western,0.9079,western,West,Southern,southern,0.0393,Eastern,0.7007,western,West,Southern,southern,,,0,women,0.0808,old,foe,children,girls,0,women,0.0797,old,foe,children,girls
381,alike,j-coordinated,405,curly,straight,0.694,straight,0.694,regular,thick,conventional,long,0.0001,gay,0.8964,regular,thick,conventional,long,1,1,1,1,,,0.1591,straight,0.1591,0,gay,0.8555,,0.0854,straight,0.0854,0,gay,0.8874,,,0.1591,straight,0.1591,curly,smooth,sleek,stiff,0,gay,0.8555,curly,smooth,sleek,stiff,,,0.0854,straight,0.0854,smooth,rigid,stiff,sleek,0,gay,0.8874,smooth,rigid,stiff,sleek,,,0.0001,women,0.0963,old,children,foe,girls,0,women,0.1426,old,children,foe,girls
382,alike,j-coordinated,406,civilian,military,0.8495,military,0.8495,soldier,paramilitary,army,terrorist,0.3811,civilians,0.4139,soldier,paramilitary,army,terrorist,1,0,1,1,,,0.7042,military,0.7042,0.4538,civilian,0.4538,,0.7307,military,0.7307,0.4176,civilians,0.5043,,,0.7042,military,0.7042,soldier,terrorist,criminal,police,0.4538,civilian,0.4538,soldier,terrorist,criminal,police,,,0.7307,military,0.7307,soldier,terrorist,criminal,police,0.4176,civilians,0.5043,soldier,terrorist,criminal,police,,,0.0007,women,0.075,old,foe,politicians,children,0.0003,women,0.0699,old,foe,politicians,children
383,alike,j-coordinated,407,far,near,0.8983,near,0.8983,wide,close,small,far,0.9742,far,0.9742,wide,close,small,far,1,1,1,1,,,0.8701,near,0.8701,0.9343,far,0.9343,,0.6214,near,0.6214,0.9848,far,0.9848,,,0.8701,near,0.8701,wide,far,close,nearer,0.9343,far,0.9343,wide,far,close,nearer,,,0.6214,near,0.6214,wide,far,close,few,0.9848,far,0.9848,wide,far,close,few,,,0,women,0.1074,old,foe,children,men,0.0002,women,0.1074,old,foe,children,men
384,alike,j-coordinated,408,able,unable,0.0566,unwilling,0.326,poor,unable,ignorant,not,0.1733,willing,0.2499,poor,unable,ignorant,not,1,1,1,1,,,0.0549,disabled,0.2251,0.0599,willing,0.1207,,0.0207,unwilling,0.0479,0.0761,willing,0.0965,,,0.0549,disabled,0.2251,not,unable,able,poor,0.0599,willing,0.1207,not,unable,able,poor,,,0.0207,unwilling,0.0479,not,incompetent,fool,unable,0.0761,willing,0.0965,not,incompetent,fool,unable,,,0,women,0.0911,old,foe,children,girls,0,women,0.1075,old,foe,children,girls
385,alike,j-coordinated,410,decreased,increased,0.0593,more,0.0659,increased,decreased,the,not,0.4973,decreased,0.4973,increased,decreased,the,not,0,1,0,1,,,0.0783,increased,0.0783,0.4377,decreased,0.4377,,0.3029,increased,0.3029,0.2564,decreased,0.2564,,,0.0783,increased,0.0783,more,decreased,expanded,recovered,0.4377,decreased,0.4377,more,decreased,expanded,recovered,,,0.3029,increased,0.3029,more,decreased,improved,not,0.2564,decreased,0.2564,more,decreased,improved,not,,,0,women,0.1461,men,children,girls,people,0,women,0.113,men,children,girls,people
386,alike,j-coordinated,411,centralized,decentralized,0.5491,decentralized,0.5491,diffuse,regional,local,remote,0.4062,centralized,0.4062,diffuse,regional,local,remote,1,1,1,1,,,0.8757,decentralized,0.8757,0.1741,centralized,0.1741,,0.9238,decentralized,0.9238,0.2005,centralized,0.2005,,,0.8757,decentralized,0.8757,local,centralized,democratic,authoritarian,0.1741,centralized,0.1741,local,centralized,democratic,authoritarian,,,0.9238,decentralized,0.9238,local,centralized,dispersed,distributed,0.2005,centralized,0.2005,local,centralized,dispersed,distributed,,,0,women,0.0833,old,foe,children,girls,0,women,0.1097,old,foe,children,girls
387,alike,j-coordinated,412,fit,unfit,0.0064,form,0.1219,fashion,fit,shape,thin,0.2615,fit,0.2615,fashion,fit,shape,thin,1,1,1,1,,,0.0082,fit,0.0306,0.1165,fit,0.1165,,0.0007,well,0.0196,0.4353,fit,0.4353,,,0.0082,fit,0.0306,form,fashion,thin,well,0.1165,fit,0.1165,form,fashion,thin,well,,,0.0007,well,0.0196,form,not,proud,fashion,0.4353,fit,0.4353,form,not,proud,fashion,,,0,women,0.2044,men,girls,children,old,0,women,0.0871,men,girls,children,old
388,alike,j-coordinated,413,inward,outward,0.9795,outward,0.9795,outer,external,inward,exterior,0.9237,inward,0.9237,outer,external,inward,exterior,1,1,1,1,,,0.9689,outward,0.9689,0.9449,inward,0.9449,,0.9724,outward,0.9724,0.9577,inward,0.9577,,,0.9689,outward,0.9689,inward,downward,exterior,out,0.9449,inward,0.9449,inward,downward,exterior,out,,,0.9724,outward,0.9724,out,inward,downward,backward,0.9577,inward,0.9577,out,inward,downward,backward,,,0,women,0.1314,old,foe,men,children,0,women,0.1437,old,foe,men,children
389,alike,j-coordinated,414,invisible,visible,0.4722,visible,0.4722,seen,known,real,transparent,0.7501,invisible,0.7501,seen,known,real,transparent,1,1,1,1,,,0.4068,visible,0.4068,0.8029,invisible,0.8029,,0.3042,visible,0.3042,0.75,invisible,0.75,,,0.4068,visible,0.4068,conspicuous,invisible,seen,real,0.8029,invisible,0.8029,conspicuous,invisible,seen,real,,,0.3042,visible,0.3042,invisible,conspicuous,seen,not,0.75,invisible,0.75,invisible,conspicuous,seen,not,,,0,women,0.0926,old,foe,children,girls,0,women,0.1024,old,foe,children,girls
390,alike,j-coordinated,417,close,open,0.0001,strangers,0.2337,distant,acquaintances,enemies,foes,0.0116,closed,0.5582,distant,acquaintances,enemies,foes,1,1,1,1,,,0.0075,far,0.3133,0.0307,closed,0.3379,,0.0008,far,0.432,0.0327,closed,0.5023,,,0.0075,far,0.3133,not,distant,distance,all,0.0307,closed,0.3379,not,distant,distance,all,,,0.0008,far,0.432,distant,not,all,distance,0.0327,closed,0.5023,distant,not,all,distance,,,0.0001,women,0.1042,old,children,foe,girls,0.0001,women,0.1122,old,children,foe,girls
391,alike,j-coordinated,418,actual,potential,0.0207,fictional,0.1665,imagined,virtual,imaginary,fiction,0.1515,actual,0.1515,imagined,virtual,imaginary,fiction,1,0,1,0,,,0.0059,fiction,0.1586,0.0566,reality,0.1119,,0.0033,fiction,0.0805,0.0238,reality,0.1612,,,0.0059,fiction,0.1586,fictional,imagined,fantasy,virtual,0.0566,reality,0.1119,fictional,imagined,fantasy,virtual,,,0.0033,fiction,0.0805,fictional,imagined,perceived,fictitious,0.0238,reality,0.1612,fictional,imagined,perceived,fictitious,,,0,women,0.0892,old,foe,children,girls,0,women,0.0729,old,foe,children,girls
392,alike,j-coordinated,419,empty,full,0.3685,full,0.3685,filled,empty,not,overflowing,0.0791,partial,0.2233,filled,empty,not,overflowing,1,0,1,0,,,0.1878,full,0.1878,0.2441,empty,0.2441,,0.3187,full,0.3187,0.2849,empty,0.2849,,,0.1878,full,0.1878,empty,filled,stuffed,not,0.2441,empty,0.2441,empty,filled,stuffed,not,,,0.3187,full,0.3187,filled,not,empty,stuffed,0.2849,empty,0.2849,filled,not,empty,stuffed,,,0,women,0.1222,old,girls,children,foe,0,women,0.1046,old,girls,children,foe
393,alike,j-coordinated,420,earthly,heavenly,0.2749,celestial,0.3806,heavenly,cosmic,spiritual,divine,0.7949,earthly,0.7949,heavenly,cosmic,spiritual,divine,1,1,1,0,,,0.1273,celestial,0.2543,0.5291,earthly,0.5291,,0.1038,celestial,0.3462,0.2164,earth,0.2338,,,0.1273,celestial,0.2543,heavenly,divine,supernatural,alien,0.5291,earthly,0.5291,heavenly,divine,supernatural,alien,,,0.1038,celestial,0.3462,heavenly,alien,cosmic,lunar,0.2164,earth,0.2338,heavenly,alien,cosmic,lunar,,,0,women,0.1138,old,foe,children,girls,0,women,0.0957,old,foe,children,girls
394,alike,j-coordinated,421,numerical,verbal,0.0711,verbal,0.0711,symbolic,human,spiritual,literary,0.0076,physical,0.235,symbolic,human,spiritual,literary,0,1,0,1,,,0.0165,philosophical,0.0948,0.0014,written,0.2671,,0.0167,spiritual,0.1785,0.0116,written,0.3171,,,0.0165,philosophical,0.0948,spiritual,psychological,moral,emotional,0.0014,written,0.2671,spiritual,psychological,moral,emotional,,,0.0167,spiritual,0.1785,philosophical,emotional,moral,psychological,0.0116,written,0.3171,philosophical,emotional,moral,psychological,,,0,women,0.0973,old,children,foe,girls,0,women,0.0813,old,children,foe,girls
395,alike,j-coordinated,422,north,south,0.9922,south,0.9922,South,west,east,southern,0.9002,north,0.9002,South,west,east,southern,1,1,1,1,,,0.9779,south,0.9779,0.5724,north,0.5724,,0.3795,South,0.6146,0.1261,North,0.693,,,0.9779,south,0.9779,east,west,South,southeast,0.5724,north,0.5724,east,west,South,southeast,,,0.3795,South,0.6146,south,east,west,East,0.1261,North,0.693,south,east,west,East,,,0.0001,women,0.0967,old,foe,children,girls,0,women,0.1086,old,foe,children,girls
396,alike,j-coordinated,423,prospective,retrospective,0.0001,present,0.1662,current,actual,existing,past,0.015,retrospective,0.2814,current,actual,existing,past,1,1,1,1,,,0.0015,practical,0.1337,0.0021,contemporary,0.1648,,0.003,active,0.1053,0.0033,retrospective,0.1919,,,0.0015,practical,0.1337,active,present,experienced,current,0.0021,contemporary,0.1648,active,present,experienced,current,,,0.003,active,0.1053,practical,experienced,present,actual,0.0033,retrospective,0.1919,practical,experienced,present,actual,,,0,women,0.0701,old,foe,children,girls,0,women,0.0828,old,foe,children,girls
397,alike,j-coordinated,424,dull,lively,0.0062,brilliant,0.0388,beautiful,bright,dull,exciting,0.015,old,0.0273,beautiful,bright,dull,exciting,1,1,1,1,,,0.0013,brilliant,0.0249,0.0017,beautiful,0.0191,,0.0007,dull,0.0213,0.0005,others,0.0134,,,0.0013,brilliant,0.0249,beautiful,stupid,crazy,wise,0.0017,beautiful,0.0191,beautiful,stupid,crazy,wise,,,0.0007,dull,0.0213,stupid,beautiful,dangerous,boring,0.0005,others,0.0134,stupid,beautiful,dangerous,boring,,,0,women,0.1467,old,men,foe,girls,0,women,0.1138,old,men,foe,girls
398,alike,j-coordinated,425,frivolous,serious,0.1143,serious,0.1143,practical,dangerous,useful,responsible,0.0359,casual,0.0988,practical,dangerous,useful,responsible,0,1,0,1,,,0.0067,sane,0.0381,0.0485,silly,0.166,,0.0044,brilliant,0.0301,0.0849,playful,0.2146,,,0.0067,sane,0.0381,sensible,foolish,rational,stupid,0.0485,silly,0.166,sensible,foolish,rational,stupid,,,0.0044,brilliant,0.0301,sensible,sane,foolish,clever,0.0849,playful,0.2146,sensible,sane,foolish,clever,,,0.0001,women,0.1009,old,foe,children,girls,0,women,0.0746,old,foe,children,girls
