idx,cxn,cxntype,pairid,word1,word2,w1XprobY,w1XtopY,w1XtopYprob,w1X2ndY,w1X3rdY,w1X4thY,w1X5thY,w1YprobX,w1YtopX,w1YtopXprob,w1Y2ndX,w1Y3rdX,w1Y4thX,w1Y5thX,w2XprobY,w2XtopY,w2XtopYprob,w2X2ndY,w2X3rdY,w2X4thY,w2X5thY,w2YprobX,w2YtopX,w2YtopXprob,w2Y2ndX,w2Y3rdX,w2Y4thX,w2Y5thX
8971,and,j-coordinated,352,consistent,inconsistent,0.0016,.,0.0595,reliable,consistent,strong,successful,0.0001,reliable,0.1184,reliable,consistent,strong,successful,0.003,.,0.0737,reliable,consistent,strong,successful,0.0003,unreliable,0.0558,reliable,consistent,strong,successful
8972,XnotY,j-negated,352,consistent,inconsistent,0.0033,available,0.0784,consistent,applicable,.,shown,0.0,but,0.4957,consistent,applicable,.,shown,0.0294,available,0.0748,consistent,applicable,.,shown,0.0,but,0.6217,consistent,applicable,.,shown
8973,XcommanotY,j-negated,352,consistent,inconsistent,0.0053,consistent,0.1335,reliable,always,measurable,predictable,0.0234,inconsistent,0.0234,reliable,always,measurable,predictable,0.0908,consistent,0.0908,reliable,always,measurable,predictable,0.0508,consistent,0.0508,reliable,always,measurable,predictable
8974,notXbutY,j-negated,352,consistent,inconsistent,0.0016,improving,0.1034,consistent,close,growing,good,0.0019,consistent,0.1736,consistent,close,growing,good,0.0407,inconsistent,0.0843,consistent,close,growing,good,0.0176,bad,0.1462,consistent,close,growing,good
8975,notXcommaY,j-negated,352,consistent,inconsistent,0.0039,but,0.0476,or,yet,</s>,and,0.0018,consistent,0.1154,or,yet,</s>,and,0.0156,but,0.1367,or,yet,</s>,and,0.1445,consistent,0.1445,or,yet,</s>,and
8976,XandnotY,j-negated,352,consistent,inconsistent,0.0379,inconsistent,0.0379,.,predictable,consistent,surprising,0.0293,incomplete,0.031,.,predictable,consistent,surprising,0.0486,clear,0.079,.,predictable,consistent,surprising,0.0748,consistent,0.0748,.,predictable,consistent,surprising
8977,insteadof,j-negated,352,consistent,inconsistent,0.0424,unpredictable,0.0496,consistent,inconsistent,variable,predictable,0.0184,consistent,0.0665,consistent,inconsistent,variable,predictable,0.0832,inconsistent,0.089,consistent,inconsistent,variable,predictable,0.13,consistent,0.13,consistent,inconsistent,variable,predictable
8978,opposedto,j-negated,352,consistent,inconsistent,0.0797,inconsistent,0.0797,variable,.,",",varying,0.0084,variable,0.0527,variable,.,",",varying,0.0927,consistent,0.0927,variable,.,",",varying,0.1673,consistent,0.1673,variable,.,",",varying
8979,XbutnotY,restrictive,352,consistent,inconsistent,0.0009,consistent,0.0879,reliable,perfect,spectacular,great,0.0012,reliable,0.048,reliable,perfect,spectacular,great,0.001,bad,0.2455,reliable,perfect,spectacular,great,0.0034,variable,0.0521,reliable,perfect,spectacular,great
8980,notXbutnotY,negatedX2,352,consistent,inconsistent,0.0225,bad,0.0598,reliable,consistent,surprising,predictable,0.0555,surprising,0.0731,reliable,consistent,surprising,predictable,0.1352,consistent,0.1352,reliable,consistent,surprising,predictable,0.3959,consistent,0.3959,reliable,consistent,surprising,predictable
8981,notonlyXbutY,additive,352,consistent,inconsistent,0.0002,also,0.3113,improving,often,consistently,successful,0.0001,good,0.044,improving,often,consistently,successful,0.0005,also,0.1987,improving,often,consistently,successful,0.0005,weak,0.0406,improving,often,consistently,successful
8982,notXbutjustY,restrictive,352,consistent,inconsistent,0.0132,one,0.0406,average,not,different,enough,0.0082,perfect,0.1474,average,not,different,enough,0.0057,not,0.1062,average,not,different,enough,0.021,perfect,0.1824,average,not,different,enough
8983,morethan,j-comparative,352,consistent,inconsistent,0.0007,ever,0.1058,average,others,expected,the,0.0209,unpredictable,0.0707,average,others,expected,the,0.0027,ever,0.1293,average,others,expected,the,0.0756,consistent,0.0756,average,others,expected,the
8984,ratherthan,j-comparative,352,consistent,inconsistent,0.035,erratic,0.14,unpredictable,variable,sporadic,intermittent,0.0162,variable,0.0875,unpredictable,variable,sporadic,intermittent,0.1204,consistent,0.1204,unpredictable,variable,sporadic,intermittent,0.0725,consistent,0.0725,unpredictable,variable,sporadic,intermittent
8985,between,j-distinguished,352,consistent,inconsistent,0.1645,inconsistent,0.1645,consistent,unpredictable,unreliable,variable,0.0783,consistent,0.1545,consistent,unpredictable,unreliable,variable,0.1843,consistent,0.1843,consistent,unpredictable,unreliable,variable,0.2766,consistent,0.2766,consistent,unpredictable,unreliable,variable
8986,fromto,j-transitional,352,consistent,inconsistent,0.1012,inconsistent,0.1012,unpredictable,variable,erratic,consistent,0.2163,inconsistent,0.2163,unpredictable,variable,erratic,consistent,0.1427,consistent,0.1427,unpredictable,variable,erratic,consistent,0.185,consistent,0.185,unpredictable,variable,erratic,consistent
8987,question,j-interrogative,352,consistent,inconsistent,0.0265,variable,0.1271,not,irregular,unpredictable,intermittent,0.0189,variable,0.063,not,irregular,unpredictable,intermittent,0.0241,not,0.0798,not,irregular,unpredictable,intermittent,0.1115,consistent,0.1115,not,irregular,unpredictable,intermittent
8988,XbutY,contrastive,352,consistent,inconsistent,0.1813,inconsistent,0.1813,unpredictable,unreliable,slow,uneven,0.0322,small,0.1812,unpredictable,unreliable,slow,uneven,0.0987,consistent,0.0987,unpredictable,unreliable,slow,uneven,0.0279,good,0.0652,unpredictable,unreliable,slow,uneven
8989,XyetY,contrastive,352,consistent,inconsistent,0.2203,inconsistent,0.2203,unreliable,unpredictable,elusive,expensive,0.0014,not,0.9223,unreliable,unpredictable,elusive,expensive,0.0519,consistent,0.0519,unreliable,unpredictable,elusive,expensive,0.0115,as,0.1286,unreliable,unpredictable,elusive,expensive
8990,versus,j-residual,352,consistent,inconsistent,0.0013,average,0.1065,.,the,season,change,0.0002,monthly,0.0479,.,the,season,change,0.0041,.,0.1831,.,the,season,change,0.2046,consistent,0.2046,.,the,season,change
8991,alike,j-coordinated,353,gross,net,0.7089,net,0.7089,fat,gross,profit,fair,0.9355,net,0.9355,fat,gross,profit,fair,0.0053,net,0.301,fat,gross,profit,fair,0.0976,net,0.1954,fat,gross,profit,fair
8992,whether,j-coordinated,353,gross,net,0.9012,net,0.9012,gross,pure,diluted,fair,0.8522,net,0.8522,gross,pure,diluted,fair,0.0808,otherwise,0.4494,gross,pure,diluted,fair,0.8953,gross,0.8953,gross,pure,diluted,fair
8993,either,j-coordinated,353,gross,net,0.0903,liquid,0.2847,net,solid,fluid,measured,0.0033,wet,0.0821,net,solid,fluid,measured,0.2047,gross,0.2047,net,solid,fluid,measured,0.7025,gross,0.7025,net,solid,fluid,measured
8994,neither,j-coordinated,353,gross,net,0.9723,net,0.9723,gross,profit,fair,surplus,0.5043,net,0.5043,gross,profit,fair,surplus,0.4935,gross,0.4935,gross,profit,fair,surplus,0.7416,gross,0.7416,gross,profit,fair,surplus
8995,both,j-coordinated,353,gross,net,0.0579,net,0.0579,liquid,pure,trace,fat,0.9201,net,0.9201,liquid,pure,trace,fat,0.3452,gross,0.3452,liquid,pure,trace,fat,0.8045,gross,0.8045,liquid,pure,trace,fat
8996,aswellas,j-coordinated,353,gross,net,0.7393,net,0.7393,adjusted,sales,share,profit,0.1952,net,0.1952,adjusted,sales,share,profit,0.2094,gross,0.2094,adjusted,sales,share,profit,0.8414,gross,0.8414,adjusted,sales,share,profit
8997,or,j-coordinated,353,gross,net,0.2407,net,0.2407,diluted,equivalent,adjusted,liquid,0.6999,net,0.6999,diluted,equivalent,adjusted,liquid,0.0781,otherwise,0.2038,diluted,equivalent,adjusted,liquid,0.7478,gross,0.7478,diluted,equivalent,adjusted,liquid
8998,and,j-coordinated,353,gross,net,0.2085,net,0.2085,adjusted,total,.,</s>,0.5953,net,0.5953,adjusted,total,.,</s>,0.2362,gross,0.2362,adjusted,total,.,</s>,0.6408,gross,0.6408,adjusted,total,.,</s>
8999,XnotY,j-negated,353,gross,net,0.0001,specified,0.2826,included,shown,available,stated,0.0,but,0.5396,included,shown,available,stated,0.0005,included,0.1639,included,shown,available,stated,0.0006,but,0.6193,included,shown,available,stated
9000,XcommanotY,j-negated,353,gross,net,0.0004,measurable,0.1788,gross,applicable,measured,good,0.0008,gross,0.1057,gross,applicable,measured,good,0.008,included,0.0767,gross,applicable,measured,good,0.5689,gross,0.5689,gross,applicable,measured,good
9001,notXbutY,j-negated,353,gross,net,0.0,gross,0.0388,disgusting,not,...,still,0.0,bad,0.1102,disgusting,not,...,still,0.0206,still,0.0849,disgusting,not,...,still,0.1386,net,0.1428,disgusting,not,...,still
9002,notXcommaY,j-negated,353,gross,net,0.0001,but,0.279,yet,though,gross,or,0.0,cool,0.0711,yet,though,gross,or,0.0063,but,0.3225,yet,though,gross,or,0.0028,ional,0.1458,yet,though,gross,or
9003,XandnotY,j-negated,353,gross,net,0.0041,measured,0.0937,measurable,specified,taxable,ional,0.0004,clean,0.0509,measurable,specified,taxable,ional,0.0149,included,0.1855,measurable,specified,taxable,ional,0.4514,gross,0.4514,measurable,specified,taxable,ional
9004,insteadof,j-negated,353,gross,net,0.0013,gross,0.303,fat,small,disgusting,good,0.0001,gross,0.4717,fat,small,disgusting,good,0.0023,net,0.0752,fat,small,disgusting,good,0.0168,net,0.2863,fat,small,disgusting,good
9005,opposedto,j-negated,353,gross,net,0.4438,net,0.4438,gross,sales,profit,dollars,0.4975,net,0.4975,gross,sales,profit,dollars,0.385,gross,0.385,gross,sales,profit,dollars,0.7867,gross,0.7867,gross,sales,profit,dollars
9006,XbutnotY,restrictive,353,gross,net,0.0002,toxic,0.053,fatal,harmful,gross,dirty,0.0,messy,0.0983,fatal,harmful,gross,dirty,0.0662,gross,0.0662,fatal,harmful,gross,dirty,0.4639,gross,0.4639,fatal,harmful,gross,dirty
9007,notXbutnotY,negatedX2,353,gross,net,0.0,great,0.0978,sexy,pretty,good,pleasant,0.0,great,0.1062,sexy,pretty,good,pleasant,0.0945,positive,0.1379,sexy,pretty,good,pleasant,0.2854,gross,0.2854,sexy,pretty,good,pleasant
9008,notonlyXbutY,additive,353,gross,net,0.0,also,0.0933,dangerous,disgusting,offensive,stupid,0.0,stupid,0.0651,dangerous,disgusting,offensive,stupid,0.0187,also,0.1262,dangerous,disgusting,offensive,stupid,0.0587,positive,0.118,dangerous,disgusting,offensive,stupid
9009,notXbutjustY,restrictive,353,gross,net,0.0,weird,0.1371,gross,annoying,...,not,0.0,bad,0.0924,gross,annoying,...,not,0.0325,gross,0.0325,gross,annoying,...,not,0.063,net,0.2663,gross,annoying,...,not
9010,morethan,j-comparative,353,gross,net,0.0006,the,0.0182,average,that,...,you,0.1444,net,0.1444,average,that,...,you,0.0181,net,0.0698,average,that,...,you,0.6515,gross,0.6515,average,that,...,you
9011,ratherthan,j-comparative,353,gross,net,0.6221,net,0.6221,adjusted,gross,%,total,0.7175,net,0.7175,adjusted,gross,%,total,0.3094,gross,0.3094,adjusted,gross,%,total,0.7336,gross,0.7336,adjusted,gross,%,total
9012,between,j-distinguished,353,gross,net,0.8035,net,0.8035,profit,gross,total,cost,0.8773,net,0.8773,profit,gross,total,cost,0.6348,gross,0.6348,profit,gross,total,cost,0.8326,gross,0.8326,profit,gross,total,cost
9013,fromto,j-transitional,353,gross,net,0.1146,net,0.1146,gross,fat,profit,fair,0.0649,gross,0.4383,gross,fat,profit,fair,0.5286,gross,0.5286,gross,fat,profit,fair,0.7265,gross,0.7265,gross,fat,profit,fair
9014,question,j-interrogative,353,gross,net,0.4695,net,0.4695,gross,diluted,fair,measured,0.0005,good,0.0833,gross,diluted,fair,measured,0.26,gross,0.26,gross,diluted,fair,measured,0.6974,gross,0.6974,gross,diluted,fair,measured
9015,XbutY,contrastive,353,gross,net,0.0,true,0.0534,effective,fun,delicious,funny,0.0,cute,0.0527,effective,fun,delicious,funny,0.0016,...,0.0621,effective,fun,delicious,funny,0.0231,net,0.1554,effective,fun,delicious,funny
9016,XyetY,contrastive,353,gross,net,0.0,?,0.2833,.,...,:,!,0.0,not,0.2598,.,...,:,!,0.0001,.,0.3704,.,...,:,!,0.0,not,0.9212,.,...,:,!
9017,versus,j-residual,353,gross,net,0.3577,net,0.3577,adjusted,$,sales,%,0.5625,net,0.5625,adjusted,$,sales,%,0.0673,$,0.1078,adjusted,$,sales,%,0.667,gross,0.667,adjusted,$,sales,%
9018,alike,j-coordinated,355,irrational,rational,0.525,rational,0.525,logical,sane,irrational,sensible,0.9098,rational,0.9098,logical,sane,irrational,sensible,0.7099,irrational,0.7099,logical,sane,irrational,sensible,0.4441,irrational,0.4441,logical,sane,irrational,sensible
9019,whether,j-coordinated,355,irrational,rational,0.2015,not,0.2473,rational,irrational,justified,logical,0.6685,rational,0.6685,rational,irrational,justified,logical,0.1331,not,0.3557,rational,irrational,justified,logical,0.1179,irrational,0.1179,rational,irrational,justified,logical
9020,either,j-coordinated,355,irrational,rational,0.0012,irrational,0.0578,unreasonable,unrealistic,dangerous,impractical,0.0204,irrational,0.1254,unreasonable,unrealistic,dangerous,impractical,0.289,irrational,0.289,unreasonable,unrealistic,dangerous,impractical,0.1114,irrational,0.1114,unreasonable,unrealistic,dangerous,impractical
9021,neither,j-coordinated,355,irrational,rational,0.0496,logical,0.0543,rational,unreasonable,irrational,sane,0.2552,rational,0.2552,rational,unreasonable,irrational,sane,0.0277,logical,0.0645,rational,unreasonable,irrational,sane,0.006,logical,0.1007,rational,unreasonable,irrational,sane
9022,both,j-coordinated,355,irrational,rational,0.0369,irrational,0.0581,rational,logical,dangerous,inevitable,0.5302,rational,0.5302,rational,logical,dangerous,inevitable,0.2402,irrational,0.2402,rational,logical,dangerous,inevitable,0.0659,emotional,0.0905,rational,logical,dangerous,inevitable
9023,aswellas,j-coordinated,355,irrational,rational,0.0242,irrational,0.0488,rational,dangerous,logical,unreasonable,0.0294,irrational,0.1344,rational,dangerous,logical,unreasonable,0.0184,emotional,0.0469,rational,dangerous,logical,unreasonable,0.0066,moral,0.064,rational,dangerous,logical,unreasonable
9024,or,j-coordinated,355,irrational,rational,0.0016,unreasonable,0.0701,irrational,excessive,inexplicable,unpredictable,0.0061,unreasonable,0.127,irrational,excessive,inexplicable,unpredictable,0.0509,otherwise,0.2571,irrational,excessive,inexplicable,unpredictable,0.0068,logical,0.1507,irrational,excessive,inexplicable,unpredictable
9025,and,j-coordinated,355,irrational,rational,0.0011,dangerous,0.0302,irrational,unreliable,unpredictable,ineffective,0.0026,irrational,0.0794,irrational,unreliable,unpredictable,ineffective,0.0041,logical,0.0347,irrational,unreliable,unpredictable,ineffective,0.0004,logical,0.1094,irrational,unreliable,unpredictable,ineffective
9026,XnotY,j-negated,355,irrational,rational,0.0336,unreasonable,0.0913,rational,.,irrational,exist,0.0,but,0.4908,rational,.,irrational,exist,0.0076,unreasonable,0.0578,rational,.,irrational,exist,0.0,is,0.247,rational,.,irrational,exist
9027,XcommanotY,j-negated,355,irrational,rational,0.0364,rational,0.0364,unreasonable,measurable,applicable,relevant,0.091,rational,0.091,unreasonable,measurable,applicable,relevant,0.0292,irrational,0.0292,unreasonable,measurable,applicable,relevant,0.0959,irrational,0.0959,unreasonable,measurable,applicable,relevant
9028,notXbutY,j-negated,355,irrational,rational,0.0214,irrational,0.0457,rational,...,stupid,…,0.0252,unreasonable,0.1326,rational,...,stupid,…,0.0428,irrational,0.0428,rational,...,stupid,…,0.0962,irrational,0.0962,rational,...,stupid,…
9029,notXcommaY,j-negated,355,irrational,rational,0.0158,but,0.2296,not,and,nor,yet,0.1631,rational,0.1631,not,and,nor,yet,0.0345,irrational,0.0345,not,and,nor,yet,0.0213,logical,0.0783,not,and,nor,yet
9030,XandnotY,j-negated,355,irrational,rational,0.0739,rational,0.0739,measurable,predictable,sustainable,logical,0.1582,rational,0.1582,measurable,predictable,sustainable,logical,0.1602,irrational,0.1602,measurable,predictable,sustainable,logical,0.1973,irrational,0.1973,measurable,predictable,sustainable,logical
9031,insteadof,j-negated,355,irrational,rational,0.4998,rational,0.4998,logical,irrational,sane,reasonable,0.0402,irrational,0.263,logical,irrational,sane,reasonable,0.2084,irrational,0.2084,logical,irrational,sane,reasonable,0.1499,irrational,0.1499,logical,irrational,sane,reasonable
9032,opposedto,j-negated,355,irrational,rational,0.4639,rational,0.4639,irrational,logical,rationality,normal,0.2384,rational,0.2384,irrational,logical,rationality,normal,0.3192,irrational,0.3192,irrational,logical,rationality,normal,0.1797,irrational,0.1797,irrational,logical,rationality,normal
9033,XbutnotY,restrictive,355,irrational,rational,0.0004,unreasonable,0.2358,impossible,irrational,insane,dangerous,0.0009,irrational,0.0954,impossible,irrational,insane,dangerous,0.002,perfect,0.0849,impossible,irrational,insane,dangerous,0.0014,logical,0.1521,impossible,irrational,insane,dangerous
9034,notXbutnotY,negatedX2,355,irrational,rational,0.1178,rational,0.1178,logical,sane,right,unreasonable,0.1656,rational,0.1656,logical,sane,right,unreasonable,0.124,unreasonable,0.188,logical,sane,right,unreasonable,0.2385,irrational,0.2385,logical,sane,right,unreasonable
9035,notonlyXbutY,additive,355,irrational,rational,0.0006,also,0.1468,dangerous,harmful,destructive,counterproductive,0.0002,dangerous,0.0478,dangerous,harmful,destructive,counterproductive,0.0004,also,0.1162,dangerous,harmful,destructive,counterproductive,0.0001,logical,0.0534,dangerous,harmful,destructive,counterproductive
9036,notXbutjustY,restrictive,355,irrational,rational,0.0034,wrong,0.065,stupid,.,different,weird,0.0124,stupid,0.0644,stupid,.,different,weird,0.01,ifiable,0.0871,stupid,.,different,weird,0.0106,evil,0.0391,stupid,.,different,weird
9037,morethan,j-comparative,355,irrational,rational,0.0373,rational,0.0373,ever,others,usual,most,0.1166,rational,0.1166,ever,others,usual,most,0.0135,others,0.0304,ever,others,usual,most,0.033,emotional,0.2243,ever,others,usual,most
9038,ratherthan,j-comparative,355,irrational,rational,0.515,rational,0.515,irrational,logical,sane,unreasonable,0.1018,rational,0.1018,irrational,logical,sane,unreasonable,0.1515,emotional,0.1547,irrational,logical,sane,unreasonable,0.0435,emotional,0.2051,irrational,logical,sane,unreasonable
